row_id,window_start,node_id,phase,cpu_util,mem_pressure,disk_latency_ms,request_rate_rps,error_rate_pct,queue_depth,cache_hit_ratio,temperature_c,incident,split
2704,2026-05-04 17:00:00,node-01,pre_deploy,0.4718,0.2226,5.039,167.95,0.1548,4,0.8289,47.04,0,train
2705,2026-05-04 17:05:00,node-01,pre_deploy,0.7351,0.4942,4.53,151.38,0.082,6,0.9264,56.65,0,train
2706,2026-05-04 17:10:00,node-01,pre_deploy,0.5938,0.4541,5.843,107.5,0.1358,7,0.9338,47.92,0,train
2707,2026-05-04 17:15:00,node-01,pre_deploy,0.3873,0.2988,10.568,86.23,1.2557,7,0.9757,41.51,0,test
2708,2026-05-04 17:20:00,node-01,pre_deploy,0.7001,0.6574,6.23,110.1,0.4531,5,0.9494,43.22,0,train
2709,2026-05-04 17:25:00,node-01,pre_deploy,0.6283,0.2859,5.416,861.19,1.8773,6,0.8233,44.55,0,train
2710,2026-05-04 17:30:00,node-01,pre_deploy,0.6756,0.2511,5.138,962.15,0.2119,4,0.7522,49.15,0,val
2711,2026-05-04 17:35:00,node-01,pre_deploy,0.8231,0.5575,6.468,848.33,0.6606,11,0.9624,50.59,1,train
2712,2026-05-04 17:40:00,node-01,pre_deploy,0.8517,0.4652,6.116,567.55,0.6711,5,0.979,58.05,0,train
2713,2026-05-04 17:45:00,node-01,pre_deploy,0.7396,0.7085,3.102,730.49,0.0582,6,0.8587,44.29,0,train
2714,2026-05-04 17:50:00,node-01,pre_deploy,0.6361,0.6123,5.489,115.2,0.1955,6,0.9737,47.57,0,test
2715,2026-05-04 17:55:00,node-01,pre_deploy,0.4466,0.4415,27.595,130.14,3.3055,12,0.8509,38.46,0,train
2716,2026-05-04 18:00:00,node-01,pre_deploy,0.5898,0.4322,14.319,183.07,0.0035,11,0.963,48.73,0,train
2717,2026-05-04 18:05:00,node-01,pre_deploy,0.6051,0.74,5.924,170.98,0.8199,4,0.894,32.08,0,train
2718,2026-05-04 18:10:00,node-01,pre_deploy,0.7401,0.3131,7.779,1509.41,0.1341,12,0.8088,53.1,0,test
2719,2026-05-04 18:15:00,node-01,pre_deploy,0.5906,0.5891,9.163,204.33,0.4485,7,0.9339,42.45,0,train
2720,2026-05-04 18:20:00,node-01,pre_deploy,0.5528,0.7429,15.434,66.53,0.0435,7,0.87,44.21,0,train
2721,2026-05-04 18:25:00,node-01,pre_deploy,0.5582,0.3381,8.708,138.16,0.0798,3,0.8447,47.03,0,val
2722,2026-05-04 18:30:00,node-01,pre_deploy,0.4038,0.3156,23.066,76.88,0.575,5,0.939,44.1,0,train
2723,2026-05-04 18:35:00,node-01,pre_deploy,0.7111,0.7401,5.445,117.62,0.098,4,0.8923,45.05,0,train
2724,2026-05-04 18:40:00,node-01,pre_deploy,0.3767,0.3513,9.344,109.79,2.0104,9,0.8554,42.1,0,val
2725,2026-05-04 18:45:00,node-01,pre_deploy,0.8541,0.6314,10.338,780.03,0.0765,10,0.9731,54.45,0,train
2726,2026-05-04 18:50:00,node-01,pre_deploy,0.5014,0.5871,11.249,128.18,0.3736,14,0.8612,46.75,0,train
2727,2026-05-04 18:55:00,node-01,pre_deploy,0.7943,0.4514,7.831,577.32,0.3773,6,0.9061,56.92,0,train
2728,2026-05-04 19:00:00,node-01,pre_deploy,0.506,0.4363,6.067,624.42,1.2864,12,0.9404,42.62,0,train
2729,2026-05-04 19:05:00,node-01,pre_deploy,0.4661,0.2415,9.473,442.58,0.0356,5,0.7849,46.61,0,train
2730,2026-05-04 19:10:00,node-01,pre_deploy,0.7484,0.6519,12.883,1359.14,0.2789,21,0.895,45.94,1,train
2731,2026-05-04 19:15:00,node-01,pre_deploy,0.6334,0.6407,8.557,65.6,0.2573,4,0.9824,46.57,0,train
2732,2026-05-04 19:20:00,node-01,pre_deploy,0.827,0.3188,28.062,1193.12,1.0825,16,0.8813,59.79,1,val
2733,2026-05-04 19:25:00,node-01,pre_deploy,0.7815,0.4581,5.037,1323.64,0.5438,10,0.9511,47.96,0,train
2734,2026-05-04 19:30:00,node-01,pre_deploy,0.5273,0.6199,9.066,264.93,0.9408,22,0.9381,43.45,0,train
2735,2026-05-04 19:35:00,node-01,pre_deploy,0.5542,0.4091,11.108,150.1,0.2271,4,0.963,38.59,0,train
2736,2026-05-04 19:40:00,node-01,pre_deploy,0.5574,0.5548,9.814,565.85,0.3055,12,0.8425,45.36,1,train
2737,2026-05-04 19:45:00,node-01,pre_deploy,0.6396,0.3282,13.257,804.58,0.5513,14,0.8046,52.99,1,train
2738,2026-05-04 19:50:00,node-01,pre_deploy,0.4321,0.3116,6.221,181.47,0.2833,6,0.9505,37.6,0,train
2739,2026-05-04 19:55:00,node-01,pre_deploy,0.6877,0.6002,19.421,606.76,2.2087,9,0.8375,43.97,1,val
2740,2026-05-04 20:00:00,node-01,pre_deploy,0.5848,0.6474,4.234,228.44,0.9871,7,0.9486,36.27,0,train
2741,2026-05-04 20:05:00,node-01,pre_deploy,0.5465,0.2944,13.386,753.47,0.4711,6,0.8181,42.51,0,test
2742,2026-05-04 20:10:00,node-01,pre_deploy,0.5527,0.2735,9.022,982.89,0.1826,15,0.9199,45.99,0,val
2743,2026-05-04 20:15:00,node-01,pre_deploy,0.6684,0.6198,12.151,154.57,0.5207,7,0.9236,42.54,0,test
2744,2026-05-04 20:20:00,node-01,pre_deploy,0.7683,0.4446,4.497,986.33,1.2625,8,0.8946,53.54,0,train
2745,2026-05-04 20:25:00,node-01,pre_deploy,0.4726,0.373,7.602,82.72,0.2138,6,0.9176,51.39,0,val
2746,2026-05-04 20:30:00,node-01,pre_deploy,0.5861,0.397,9.871,434.94,0.0442,4,0.9484,43.65,0,train
2747,2026-05-04 20:35:00,node-01,pre_deploy,0.4774,0.3335,3.833,105.59,1.1369,4,0.9505,42.57,0,train
2748,2026-05-04 20:40:00,node-01,pre_deploy,0.7467,0.8823,5.741,127.28,0.2729,11,0.9277,45.47,0,train
2749,2026-05-04 20:45:00,node-01,pre_deploy,0.5134,0.5963,9.572,950.56,0.0062,25,0.9466,43.48,0,test
2750,2026-05-04 20:50:00,node-01,pre_deploy,0.3159,0.1857,16.169,137.65,0.1838,6,0.9605,39.1,0,train
2751,2026-05-04 20:55:00,node-01,pre_deploy,0.4523,0.1848,11.454,134.09,1.1251,2,0.9466,40.78,0,val
2752,2026-05-04 21:00:00,node-01,pre_deploy,0.4794,0.3206,7.724,768.93,0.0557,9,0.8216,44.73,0,train
2753,2026-05-04 21:05:00,node-01,pre_deploy,0.5735,0.3035,9.17,938.75,0.1677,8,0.8455,44.75,0,train
2754,2026-05-04 21:10:00,node-01,pre_deploy,0.7571,0.4295,15.879,226.06,0.1676,2,0.9374,48.69,0,train
2755,2026-05-04 21:15:00,node-01,pre_deploy,0.709,0.6908,4.762,608.78,0.161,8,0.8705,41.86,0,test
2756,2026-05-04 21:20:00,node-01,pre_deploy,0.1936,0.1702,4.093,138.23,0.0056,12,0.9145,44.37,0,train
2757,2026-05-04 21:25:00,node-01,pre_deploy,0.8007,0.6749,7.454,868.07,3.0761,12,0.9403,44.55,1,train
2758,2026-05-04 21:30:00,node-01,pre_deploy,0.9261,0.8023,7.007,125.65,4.1308,1,0.958,50.15,1,train
2759,2026-05-04 21:35:00,node-01,pre_deploy,0.5565,0.433,12.164,1073.87,0.0222,29,0.957,49.28,0,train
2760,2026-05-04 21:40:00,node-01,pre_deploy,0.7237,0.5235,4.866,533.22,0.0262,3,0.8488,46.81,0,test
2761,2026-05-04 21:45:00,node-01,pre_deploy,0.5445,0.5022,4.656,85.1,0.0366,2,0.8765,44.85,0,train
2762,2026-05-04 21:50:00,node-01,pre_deploy,0.3212,0.2741,26.338,130.79,0.2408,14,0.9692,38.88,0,val
2763,2026-05-04 21:55:00,node-01,pre_deploy,0.5485,0.4768,14.751,98.11,0.3633,9,0.9398,47.59,0,train
2764,2026-05-04 22:00:00,node-01,pre_deploy,0.5828,0.4839,9.143,766.35,0.4098,10,0.9059,42.9,1,test
2765,2026-05-04 22:05:00,node-01,pre_deploy,0.2374,0.2748,11.173,996.29,0.0015,24,0.7034,37.5,0,val
2766,2026-05-04 22:10:00,node-01,pre_deploy,0.5575,0.4191,6.779,536.82,0.9009,8,0.8723,45.41,0,train
2767,2026-05-04 22:15:00,node-01,pre_deploy,0.4939,0.2689,5.661,178.24,1.3211,4,0.9099,42.43,1,val
2768,2026-05-04 22:20:00,node-01,pre_deploy,0.7638,0.8228,6.589,122.8,0.4014,4,0.7406,45.38,0,train
2769,2026-05-04 22:25:00,node-01,pre_deploy,0.5041,0.1322,15.782,102.47,2.84,3,0.9426,50.47,0,train
2770,2026-05-04 22:30:00,node-01,pre_deploy,0.3732,0.6279,10.436,118.85,0.5499,14,0.8673,37.98,0,train
2771,2026-05-04 22:35:00,node-01,pre_deploy,0.7201,0.6083,8.944,521.62,1.1167,12,0.8712,51.35,0,test
2772,2026-05-04 22:40:00,node-01,pre_deploy,0.5672,0.5713,9.957,949.25,0.4555,14,0.7956,36.79,0,train
2773,2026-05-04 22:45:00,node-01,pre_deploy,0.3686,0.256,12.578,472.95,2.9342,8,0.8929,40.89,0,val
2774,2026-05-04 22:50:00,node-01,pre_deploy,0.6521,0.3245,1.889,591.26,0.0756,5,0.9545,53.22,0,val
2775,2026-05-04 22:55:00,node-01,pre_deploy,0.3946,0.3504,5.377,127.82,1.8408,10,0.8545,47.5,1,train
2776,2026-05-04 23:00:00,node-01,pre_deploy,0.4687,0.4282,6.652,552.71,0.04,7,0.7695,42.56,0,train
2777,2026-05-04 23:05:00,node-01,pre_deploy,0.4852,0.6252,28.995,420.25,0.1249,29,0.8743,47.27,0,train
2778,2026-05-04 23:10:00,node-01,pre_deploy,0.5531,0.6468,12.539,426.53,0.5367,10,0.706,40.02,0,val
2779,2026-05-04 23:15:00,node-01,pre_deploy,0.6308,0.3357,24.204,763.16,0.8525,12,0.9576,44.29,0,val
2780,2026-05-04 23:20:00,node-01,pre_deploy,0.7431,0.3608,12.229,898.79,1.303,7,0.8355,50.49,1,train
2781,2026-05-04 23:25:00,node-01,pre_deploy,0.5493,0.5954,5.412,505.84,1.589,9,0.9647,34.79,1,train
2782,2026-05-04 23:30:00,node-01,pre_deploy,0.6157,0.4441,9.457,134.52,2.8179,4,0.9516,44.87,0,train
2783,2026-05-04 23:35:00,node-01,pre_deploy,0.4823,0.2156,3.399,87.22,0.7117,2,0.9723,50.63,0,test
2784,2026-05-04 23:40:00,node-01,pre_deploy,0.859,0.3326,3.043,129.47,0.7642,0,0.9273,55.71,0,val
2785,2026-05-04 23:45:00,node-01,pre_deploy,0.531,0.3132,6.177,1521.69,0.1886,19,0.8468,42.88,0,val
2786,2026-05-04 23:50:00,node-01,pre_deploy,0.8359,0.7454,11.749,112.36,0.9055,8,0.9609,57.91,0,test
2787,2026-05-04 23:55:00,node-01,pre_deploy,0.444,0.2309,3.687,739.15,0.0211,5,0.7198,46.73,1,train
2788,2026-05-05 00:00:00,node-01,pre_deploy,0.605,0.6044,10.479,147.88,0.1262,5,0.7926,47.87,0,val
2789,2026-05-05 00:05:00,node-01,pre_deploy,0.5206,0.3774,4.313,301.6,0.099,3,0.8228,42.47,0,train
2790,2026-05-05 00:10:00,node-01,pre_deploy,0.3681,0.3188,9.009,61.46,0.7363,2,0.9297,40.53,0,train
2791,2026-05-05 00:15:00,node-01,pre_deploy,0.4069,0.2684,26.47,60.76,1.344,8,0.9683,53.5,0,train
2792,2026-05-05 00:20:00,node-01,pre_deploy,0.2309,0.5333,21.464,61.42,0.4009,20,0.9704,37.95,0,val
2793,2026-05-05 00:25:00,node-01,pre_deploy,0.5495,0.5576,26.979,747.11,2.1187,20,0.7082,41.42,1,test
2794,2026-05-05 00:30:00,node-01,pre_deploy,0.4413,0.4185,10.109,110.31,0.2965,7,0.8677,42.4,0,train
2795,2026-05-05 00:35:00,node-01,pre_deploy,0.2963,0.439,15.82,79.9,0.2102,10,0.9214,42.42,0,val
2796,2026-05-05 00:40:00,node-01,pre_deploy,0.7461,0.804,3.764,148.3,0.2203,6,0.7594,46.46,0,train
2797,2026-05-05 00:45:00,node-01,pre_deploy,0.7267,0.3968,4.646,1715.01,0.2876,10,0.8188,47.26,1,train
2798,2026-05-05 00:50:00,node-01,pre_deploy,0.6164,0.5179,3.491,90.88,0.987,3,0.9219,46.37,0,train
2799,2026-05-05 00:55:00,node-01,pre_deploy,0.726,0.611,8.367,270.09,0.4458,5,0.9186,43.16,0,train
2800,2026-05-05 01:00:00,node-01,pre_deploy,0.8292,0.5894,6.132,1344.87,0.1637,15,0.9389,52.12,0,test
2801,2026-05-05 01:05:00,node-01,pre_deploy,0.6835,0.5711,2.308,168.83,0.1558,7,0.9101,50.71,0,val
2802,2026-05-05 01:10:00,node-01,pre_deploy,0.7026,0.3034,5.378,541.93,0.2999,5,0.862,52.99,0,train
2803,2026-05-05 01:15:00,node-01,pre_deploy,0.7899,0.6262,8.629,860.48,0.0113,9,0.9584,47.49,0,val
2804,2026-05-05 01:20:00,node-01,pre_deploy,0.4922,0.3835,8.79,97.29,0.098,4,0.9053,47.3,1,val
2805,2026-05-05 01:25:00,node-01,pre_deploy,0.8865,0.8487,3.109,891.0,0.1868,20,0.8984,60.16,1,test
2806,2026-05-05 01:30:00,node-01,pre_deploy,0.4649,0.4823,6.86,119.47,1.1429,5,0.9399,38.99,0,train
2807,2026-05-05 01:35:00,node-01,pre_deploy,0.3536,0.298,9.804,146.91,0.0029,12,0.9763,43.11,0,val
2808,2026-05-05 01:40:00,node-01,pre_deploy,0.7701,0.3404,8.997,679.27,0.1847,3,0.9152,47.24,0,val
2809,2026-05-05 01:45:00,node-01,pre_deploy,0.4599,0.354,4.241,784.88,0.012,8,0.9634,38.95,0,train
2810,2026-05-05 01:50:00,node-01,pre_deploy,0.5717,0.5743,8.756,543.27,0.554,14,0.905,41.68,0,test
2811,2026-05-05 01:55:00,node-01,pre_deploy,0.7101,0.3953,6.175,1371.72,0.1315,10,0.8299,50.22,0,test
2812,2026-05-05 02:00:00,node-01,pre_deploy,0.8157,0.5177,4.218,1439.8,0.1754,8,0.7904,51.43,0,test
2813,2026-05-05 02:05:00,node-01,pre_deploy,0.389,0.6268,8.634,116.08,0.5017,11,0.8984,35.2,0,test
2814,2026-05-05 02:10:00,node-01,pre_deploy,0.8491,0.6276,6.829,192.75,0.2387,6,0.9334,55.3,0,test
2815,2026-05-05 02:15:00,node-01,pre_deploy,0.6219,0.496,8.197,558.28,1.0343,8,0.8772,45.31,0,train
2816,2026-05-05 02:20:00,node-01,pre_deploy,0.6993,0.5416,21.931,1199.05,0.8274,16,0.6378,46.83,1,train
2817,2026-05-05 02:25:00,node-01,pre_deploy,0.7027,0.4096,30.336,155.22,2.9677,7,0.7865,52.55,1,test
2818,2026-05-05 02:30:00,node-01,pre_deploy,0.7913,0.5811,15.046,442.11,0.1453,9,0.9985,49.2,0,train
2819,2026-05-05 02:35:00,node-01,pre_deploy,0.4884,0.2706,9.092,769.64,0.7011,8,0.8025,43.81,0,test
2820,2026-05-05 02:40:00,node-01,pre_deploy,0.6238,0.4881,7.084,692.83,0.1262,4,0.7521,42.49,0,train
2821,2026-05-05 02:45:00,node-01,pre_deploy,0.102,0.008,23.441,48.87,0.2369,0,0.9804,41.39,0,val
2822,2026-05-05 02:50:00,node-01,pre_deploy,0.6385,0.4399,6.086,673.46,0.1938,12,0.881,49.7,0,val
2823,2026-05-05 02:55:00,node-01,pre_deploy,0.7029,0.4671,18.886,699.36,0.2262,8,0.8601,48.13,1,train
2824,2026-05-05 03:00:00,node-01,pre_deploy,0.8433,0.5099,20.757,1115.25,1.5408,12,0.7263,53.6,1,train
2825,2026-05-05 03:05:00,node-01,pre_deploy,0.5588,0.1937,4.666,216.48,0.0354,1,0.7564,51.41,0,train
2826,2026-05-05 03:10:00,node-01,pre_deploy,0.7872,0.6927,10.179,165.07,0.718,7,0.969,48.86,1,test
2827,2026-05-05 03:15:00,node-01,pre_deploy,0.4813,0.5127,12.675,527.55,1.5189,8,0.7522,35.68,1,train
2828,2026-05-05 03:20:00,node-01,pre_deploy,0.6036,0.2469,8.537,495.23,0.3795,5,0.9469,48.46,0,test
2829,2026-05-05 03:25:00,node-01,pre_deploy,0.5078,0.4525,10.866,97.33,0.6357,5,0.8137,47.68,0,train
2830,2026-05-05 03:30:00,node-01,pre_deploy,0.5689,0.5578,4.193,121.27,0.3575,4,0.8206,41.3,0,test
2831,2026-05-05 03:35:00,node-01,pre_deploy,0.6124,0.3436,2.89,128.68,1.3555,2,0.9612,51.15,0,val
2832,2026-05-05 03:40:00,node-01,pre_deploy,0.4337,0.3827,10.653,105.5,0.5708,8,0.9592,42.15,0,train
2833,2026-05-05 03:45:00,node-01,pre_deploy,0.3962,0.1858,17.611,77.84,0.5927,3,0.9287,44.56,0,train
2834,2026-05-05 03:50:00,node-01,pre_deploy,0.6159,0.3619,25.219,92.05,0.0279,10,0.9647,60.09,0,val
2835,2026-05-05 03:55:00,node-01,pre_deploy,0.5967,0.2803,7.841,125.0,0.6943,3,0.9322,51.9,0,val
2836,2026-05-05 04:00:00,node-01,pre_deploy,0.8655,0.6535,13.946,943.15,1.2484,8,0.7356,50.17,1,train
2837,2026-05-05 04:05:00,node-01,pre_deploy,0.7586,0.7668,17.813,714.61,0.7439,26,0.9794,46.57,1,train
2838,2026-05-05 04:10:00,node-01,pre_deploy,0.6777,0.4987,6.948,497.32,0.8894,8,0.9567,42.81,0,train
2839,2026-05-05 04:15:00,node-01,pre_deploy,0.7883,0.438,24.588,754.41,0.3516,13,0.919,56.36,1,train
2840,2026-05-05 04:20:00,node-01,pre_deploy,0.5449,0.2719,8.965,600.09,0.0666,10,0.9172,50.67,1,val
2841,2026-05-05 04:25:00,node-01,pre_deploy,0.398,0.3433,2.249,126.24,0.091,1,0.955,37.27,0,test
2842,2026-05-05 04:30:00,node-01,pre_deploy,0.7892,0.7508,4.873,112.6,1.3957,3,0.8863,48.1,0,train
2843,2026-05-05 04:35:00,node-01,pre_deploy,0.4344,0.2779,10.332,89.23,1.2822,9,0.9247,54.64,0,train
2844,2026-05-05 04:40:00,node-01,pre_deploy,0.8169,0.5633,4.78,1288.96,0.0153,10,0.8528,51.14,1,train
2845,2026-05-05 04:45:00,node-01,pre_deploy,0.442,0.3224,9.486,103.32,0.4054,8,0.9485,46.13,0,val
2846,2026-05-05 04:50:00,node-01,pre_deploy,0.5904,0.5734,4.602,115.24,0.0048,2,0.98,40.32,0,test
2847,2026-05-05 04:55:00,node-01,pre_deploy,0.7048,0.6717,8.761,125.93,0.0974,9,0.9724,49.07,0,train
2848,2026-05-05 05:00:00,node-01,pre_deploy,0.6486,0.4773,9.411,870.87,0.116,19,0.9352,51.91,0,train
2849,2026-05-05 05:05:00,node-01,pre_deploy,0.7824,0.5784,4.958,933.06,1.2224,5,0.6328,48.74,1,val
2850,2026-05-05 05:10:00,node-01,pre_deploy,0.51,0.7401,9.545,98.57,0.0015,16,0.9533,45.6,0,train
2851,2026-05-05 05:15:00,node-01,pre_deploy,0.5382,0.498,8.35,1078.63,0.0221,22,0.9602,43.77,0,train
2852,2026-05-05 05:20:00,node-01,pre_deploy,0.8249,0.3344,12.957,819.71,1.5563,3,0.9657,48.54,1,test
2853,2026-05-05 05:25:00,node-01,pre_deploy,0.8026,0.4834,4.331,510.41,0.48,4,0.9996,47.59,0,train
2854,2026-05-05 05:30:00,node-01,pre_deploy,0.7624,0.5122,18.271,493.68,0.7268,8,0.8363,53.13,1,test
2855,2026-05-05 05:35:00,node-01,pre_deploy,0.9018,0.7453,3.832,1158.49,0.4048,15,0.9266,59.6,1,val
2856,2026-05-05 05:40:00,node-01,pre_deploy,0.3682,0.2629,10.723,533.91,1.1463,8,0.9042,35.07,0,train
2857,2026-05-05 05:45:00,node-01,pre_deploy,0.6805,0.7735,7.487,884.2,0.2402,16,0.8182,38.99,0,train
2858,2026-05-05 05:50:00,node-01,pre_deploy,0.7796,0.5443,4.26,356.8,0.0101,8,0.9951,54.85,0,train
2859,2026-05-05 05:55:00,node-01,pre_deploy,0.81,0.8808,10.736,86.71,1.577,7,0.9429,45.01,0,train
2860,2026-05-05 06:00:00,node-01,pre_deploy,0.667,0.3779,7.91,677.35,0.0585,9,0.894,50.73,0,train
2861,2026-05-05 06:05:00,node-01,pre_deploy,0.7049,0.4066,5.345,1252.0,0.2245,3,0.601,42.58,0,train
2862,2026-05-05 06:10:00,node-01,pre_deploy,0.6465,0.2825,17.768,903.13,0.7177,19,0.9015,55.9,0,train
2863,2026-05-05 06:15:00,node-01,pre_deploy,0.7497,0.5175,13.761,1588.44,0.3693,23,0.7951,52.78,1,val
2864,2026-05-05 06:20:00,node-01,pre_deploy,0.321,0.1918,8.329,141.36,0.0872,5,0.9288,40.13,0,train
2865,2026-05-05 06:25:00,node-01,pre_deploy,0.6283,0.2671,2.76,760.57,0.3943,5,0.8941,51.08,0,train
2866,2026-05-05 06:30:00,node-01,pre_deploy,0.53,0.3946,4.613,128.9,1.8106,10,0.951,52.64,0,val
2867,2026-05-05 06:35:00,node-01,pre_deploy,0.8451,0.6258,8.033,198.2,0.0564,6,0.9981,51.93,1,test
2868,2026-05-05 06:40:00,node-01,pre_deploy,0.777,0.6389,8.994,516.98,0.0117,10,0.9561,51.2,0,train
2869,2026-05-05 06:45:00,node-01,pre_deploy,0.6495,0.6714,7.536,507.6,2.5516,12,0.9922,39.68,1,train
2870,2026-05-05 06:50:00,node-01,pre_deploy,0.7094,0.5964,7.358,229.37,2.2675,6,0.8602,46.99,0,train
2871,2026-05-05 06:55:00,node-01,pre_deploy,0.3084,0.0911,6.494,154.98,0.0845,9,0.9882,47.91,0,train
2872,2026-05-05 07:00:00,node-01,pre_deploy,0.5937,0.6205,34.037,426.93,2.0198,11,0.8567,38.66,1,val
2873,2026-05-05 07:05:00,node-01,pre_deploy,0.3238,0.2374,13.088,588.9,0.0168,12,0.7927,39.44,1,train
2874,2026-05-05 07:10:00,node-01,pre_deploy,0.4492,0.4078,16.01,803.73,0.3601,12,0.8717,32.75,0,train
2875,2026-05-05 07:15:00,node-01,pre_deploy,0.8236,0.7734,11.594,575.33,1.5012,6,0.839,46.74,1,train
2876,2026-05-05 07:20:00,node-01,pre_deploy,0.5091,0.3921,6.837,468.26,0.0287,7,0.8431,44.09,0,train
2877,2026-05-05 07:25:00,node-01,pre_deploy,0.6715,0.5408,7.849,749.93,0.0912,9,0.8334,48.32,0,train
2878,2026-05-05 07:30:00,node-01,pre_deploy,0.8415,0.7192,13.49,434.29,0.8152,3,0.7551,49.65,0,val
2879,2026-05-05 07:35:00,node-01,pre_deploy,0.5619,0.6286,13.979,126.96,1.5099,10,0.9043,42.94,1,val
2880,2026-05-05 07:40:00,node-01,pre_deploy,0.7688,0.3933,7.111,538.34,0.5559,7,0.968,53.72,0,train
2881,2026-05-05 07:45:00,node-01,pre_deploy,0.1651,0.1908,6.105,170.4,0.0756,5,0.7369,32.25,0,train
2882,2026-05-05 07:50:00,node-01,pre_deploy,0.4591,0.1851,13.498,155.0,0.1549,3,0.7177,46.68,0,test
2883,2026-05-05 07:55:00,node-01,pre_deploy,0.6104,0.4561,7.692,539.63,0.8656,4,0.9021,42.23,0,train
2884,2026-05-05 08:00:00,node-01,pre_deploy,0.6771,0.3964,10.487,671.23,4.7167,10,0.8098,48.63,1,val
2885,2026-05-05 08:05:00,node-01,pre_deploy,0.4955,0.3105,12.173,136.16,1.0449,6,0.865,45.66,0,train
2886,2026-05-05 08:10:00,node-01,pre_deploy,0.5669,0.2879,3.577,399.21,0.0702,1,0.8157,46.81,0,train
2887,2026-05-05 08:15:00,node-01,pre_deploy,0.5451,0.4878,8.989,667.25,0.1418,13,0.7196,49.43,0,val
2888,2026-05-05 08:20:00,node-01,pre_deploy,0.4764,0.4739,3.995,84.1,0.4608,3,0.8844,45.56,0,val
2889,2026-05-05 08:25:00,node-01,pre_deploy,0.8051,0.3181,6.637,1918.65,0.2592,24,0.9422,57.36,1,test
2890,2026-05-05 08:30:00,node-01,pre_deploy,0.5262,0.4021,21.933,77.69,0.2197,1,0.9103,42.46,0,train
2891,2026-05-05 08:35:00,node-01,pre_deploy,0.3795,0.4542,17.557,108.81,3.3844,22,0.9915,41.04,0,test
2892,2026-05-05 08:40:00,node-01,pre_deploy,0.7711,0.5961,10.367,271.32,0.1181,14,0.9104,60.71,1,val
2893,2026-05-05 08:45:00,node-01,pre_deploy,0.3186,0.2526,6.033,74.62,0.226,4,0.9906,37.95,0,train
2894,2026-05-05 08:50:00,node-01,pre_deploy,0.8423,0.4972,11.65,693.51,0.1557,6,0.9021,58.27,0,train
2895,2026-05-05 08:55:00,node-01,pre_deploy,0.2617,0.3386,7.208,133.38,0.1671,14,0.9527,38.48,0,train
2896,2026-05-05 09:00:00,node-01,pre_deploy,0.4734,0.3202,5.169,113.1,0.3649,1,0.8929,41.11,0,test
2897,2026-05-05 09:05:00,node-01,pre_deploy,0.3758,0.5594,7.797,111.87,0.0277,5,0.7618,43.3,0,train
2898,2026-05-05 09:10:00,node-01,pre_deploy,0.5993,0.4931,3.651,227.83,0.0492,3,0.8737,43.07,0,test
2899,2026-05-05 09:15:00,node-01,pre_deploy,0.5924,0.5416,14.975,521.4,2.2173,16,0.9655,43.34,1,train
2900,2026-05-05 09:20:00,node-01,pre_deploy,0.4196,0.2041,9.753,119.46,1.8765,3,0.87,41.05,0,val
2901,2026-05-05 09:25:00,node-01,pre_deploy,0.5778,0.6837,4.943,556.34,0.0338,10,0.8436,43.21,0,val
2902,2026-05-05 09:30:00,node-01,pre_deploy,0.7828,0.6379,3.156,658.0,0.1168,4,0.8634,50.93,0,train
2903,2026-05-05 09:35:00,node-01,pre_deploy,0.4213,0.3928,5.401,333.02,0.0167,6,0.8951,43.04,0,train
2904,2026-05-05 09:40:00,node-01,pre_deploy,0.5648,0.2921,11.137,461.4,0.3639,6,0.917,44.65,0,train
2905,2026-05-05 09:45:00,node-01,pre_deploy,0.4189,0.5002,5.417,103.49,0.0179,9,0.8961,44.62,0,test
2906,2026-05-05 09:50:00,node-01,pre_deploy,0.653,0.3659,1.817,957.63,0.4364,5,0.8876,45.62,0,train
2907,2026-05-05 09:55:00,node-01,pre_deploy,0.4586,0.2356,5.573,644.39,1.5319,5,0.8893,40.0,1,test
2908,2026-05-05 10:00:00,node-01,pre_deploy,0.6229,0.4072,8.88,538.4,0.0934,16,0.9765,48.97,0,val
2909,2026-05-05 10:05:00,node-01,pre_deploy,0.573,0.3567,9.548,93.47,1.3072,4,0.8612,51.41,0,train
2910,2026-05-05 10:10:00,node-01,pre_deploy,0.6543,0.4511,7.348,895.64,0.2469,17,0.906,49.33,0,val
2911,2026-05-05 10:15:00,node-01,pre_deploy,0.8315,0.4319,10.175,1692.82,0.5636,10,0.871,49.04,0,train
2912,2026-05-05 10:20:00,node-01,pre_deploy,0.8256,0.6693,13.582,728.16,0.3981,9,0.941,47.51,0,val
2913,2026-05-05 10:25:00,node-01,pre_deploy,0.6245,0.398,9.99,1212.37,0.1318,18,0.8715,48.74,0,val
2914,2026-05-05 10:30:00,node-01,pre_deploy,0.3063,0.2918,6.877,99.78,0.6334,3,0.7402,38.26,0,train
2915,2026-05-05 10:35:00,node-01,pre_deploy,0.8331,0.7523,4.638,140.03,0.1971,5,0.8953,54.85,0,train
2916,2026-05-05 10:40:00,node-01,pre_deploy,0.7769,0.6645,10.003,504.31,1.6945,6,0.7681,48.0,1,val
2917,2026-05-05 10:45:00,node-01,pre_deploy,0.5678,0.273,4.498,435.88,0.0784,3,0.9178,48.24,0,train
2918,2026-05-05 10:50:00,node-01,pre_deploy,0.8161,0.8374,10.233,728.65,0.1612,8,0.8706,41.73,1,train
