row_id,region,cluster_id,instance_type,deploy_channel,os_image,cpu_util,mem_pressure,disk_latency_ms,request_rate_rps,error_rate_pct,queue_depth,cache_hit_ratio,node_age_days,power_draw_watts,incident,split
5649,af-south,af-south-c08,t3.large,stable,debian-12-v2,0.7019,0.6054,2.694,347.91,0.5261,8,0.9626,750.7,317.92,0,train
5650,us-west,us-west-c06,m6i.2xlarge,canary,ubuntu-22.04-v1,0.677,0.4195,6.546,859.5,0.3208,20,0.9869,793.5,390.89,0,test
5651,eu-central,eu-central-c07,m6i.2xlarge,stable,ubuntu-22.04-v1,0.7604,0.3566,6.76,512.24,0.4453,5,0.9345,839.4,361.44,0,train
5652,ap-northeast,ap-northeast-c02,c6i.4xlarge,stable,al2023-v3,0.4111,0.3924,3.352,238.36,0.0352,4,0.764,82.5,328.33,0,train
5653,eu-west,eu-west-c03,m6i.2xlarge,stable,ubuntu-22.04-v1,0.6696,0.5837,18.448,930.25,0.4932,14,0.8902,978.8,383.4,0,val
5654,ap-south,ap-south-c08,m6i.large,beta,al2023-v2,0.6931,0.444,4.814,74.34,1.816,0,0.9183,72.4,257.0,0,test
5655,eu-west,eu-west-c20,m6i.large,stable,ubuntu-22.04-v2,0.6505,0.5859,8.81,177.57,0.5055,7,0.9646,232.2,320.42,0,train
5656,ap-northeast,ap-northeast-c04,t3.large,beta,ubuntu-22.04-v2,0.3562,0.5458,8.241,1048.56,0.442,30,0.7503,150.1,357.64,0,train
5657,us-west,us-west-c10,c6i.xlarge,beta,ubuntu-22.04-v1,0.6349,0.1689,7.901,760.15,0.8417,5,0.9827,80.1,342.38,0,train
5658,ap-south,ap-south-c10,m6i.large,stable,debian-12-v2,0.6507,0.676,5.892,1149.31,0.0552,23,0.8791,121.4,385.39,1,test
5659,us-east,us-east-c01,m6i.large,canary,debian-12-v3,0.8373,0.6803,10.609,743.31,0.0639,10,0.9167,379.5,369.19,1,val
5660,af-south,af-south-c06,t3.large,canary,debian-12-v2,0.5812,0.4433,9.074,728.75,0.2837,7,0.7296,386.2,353.69,1,val
5661,ca-central,ca-central-c11,m6i.2xlarge,beta,debian-12-v1,0.6968,0.5688,4.574,731.0,0.8199,8,0.9503,1122.3,378.82,0,val
5662,ap-northeast,ap-northeast-c08,c6i.xlarge,beta,ubuntu-24.04-v2,0.8553,0.546,6.813,784.11,0.0011,5,0.9043,160.8,371.62,0,train
5663,us-west,us-west-c03,c6i.xlarge,stable,debian-12-v2,0.6923,0.4051,11.32,475.16,0.3292,7,0.9921,1142.0,327.86,0,train
5664,us-west,us-west-c03,m6i.large,stable,ubuntu-24.04-v1,0.8305,0.3838,17.823,873.39,0.7955,8,0.932,424.5,372.72,0,train
5665,us-west,us-west-c18,r6i.2xlarge,beta,ubuntu-22.04-v2,0.2472,0.1424,4.018,116.52,0.0279,3,0.8182,864.6,287.47,0,test
5666,ap-northeast,ap-northeast-c12,m6i.large,stable,ubuntu-22.04-v2,0.4406,0.4981,4.193,122.77,0.0058,6,0.8859,103.5,250.73,0,val
5667,me-central,me-central-c02,m6i.2xlarge,stable,debian-12-v2,0.3283,0.4415,4.46,386.03,0.047,12,0.7913,76.7,295.63,0,train
5668,ap-northeast,ap-northeast-c02,m6i.2xlarge,stable,ubuntu-24.04-v1,0.679,0.5826,6.27,526.53,0.3672,7,0.9002,242.7,367.46,0,test
5669,sa-east,sa-east-c07,c6i.4xlarge,stable,debian-12-v3,0.8683,0.3121,12.984,1082.46,0.3668,1,0.7979,817.7,408.64,0,val
5670,us-east,us-east-c26,c6i.4xlarge,stable,al2023-v1,0.8933,0.7359,8.854,1104.52,1.3938,10,0.9264,140.6,444.94,1,val
5671,us-east,us-east-c21,c6i.4xlarge,beta,ubuntu-24.04-v3,0.8001,0.6675,7.613,462.47,0.342,7,0.8951,1301.5,399.94,0,train
5672,ap-northeast,ap-northeast-c12,m6i.2xlarge,stable,debian-12-v2,0.5369,0.4232,2.594,68.59,0.4813,3,0.9969,36.7,300.12,0,train
5673,sa-east,sa-east-c04,t3.large,stable,debian-12-v2,0.6983,0.4717,13.594,677.26,0.7103,5,0.6398,1156.9,321.19,0,train
5674,us-east,us-east-c25,t3.large,beta,debian-12-v1,0.5484,0.1793,14.489,874.63,0.606,10,0.8473,1403.9,327.01,1,train
5675,af-south,af-south-c05,m6i.2xlarge,beta,ubuntu-22.04-v1,0.5735,0.6367,10.278,540.14,0.1289,13,0.7787,122.8,367.44,0,val
5676,ap-northeast,ap-northeast-c10,t3.large,stable,ubuntu-22.04-v1,0.3946,0.5001,5.301,81.98,0.0069,4,0.9345,215.5,236.78,0,train
5677,eu-west,eu-west-c08,m6i.2xlarge,stable,ubuntu-22.04-v1,0.3117,0.2434,5.769,85.28,0.136,4,0.9397,1117.6,274.16,0,train
5678,af-south,af-south-c05,t3.large,canary,ubuntu-22.04-v1,0.5869,0.6522,13.717,94.46,0.681,5,0.9332,40.2,303.46,0,train
5679,us-west,us-west-c05,c6i.4xlarge,stable,debian-12-v1,0.3789,0.3705,9.603,103.22,0.3999,11,0.9439,86.4,330.74,0,train
5680,us-west,us-west-c06,c6i.xlarge,canary,al2023-v2,0.5276,0.42,3.213,77.84,1.5679,7,0.9973,150.9,282.84,0,val
5681,sa-east,sa-east-c07,m6i.2xlarge,stable,ubuntu-22.04-v2,0.3462,0.2041,7.607,104.98,0.1638,7,0.9736,92.2,281.94,0,train
5682,us-east,us-east-c14,m6i.large,beta,al2023-v3,0.2939,0.5258,5.807,701.68,0.0003,15,0.8181,236.3,289.05,0,test
5683,us-east,us-east-c09,r6i.2xlarge,stable,al2023-v3,0.8128,0.5354,8.997,1006.31,0.2319,23,0.9779,53.4,428.31,0,test
5684,eu-central,eu-central-c10,m6i.large,canary,al2023-v2,0.3617,0.1939,20.386,637.95,0.32,14,0.7726,158.7,305.76,1,test
5685,us-east,us-east-c01,c6i.4xlarge,stable,ubuntu-24.04-v3,0.5245,0.2816,5.527,212.54,0.1398,7,0.9327,63.3,338.28,0,train
5686,eu-central,eu-central-c05,t3.large,beta,ubuntu-22.04-v1,0.6411,0.6384,10.245,159.58,0.2025,9,0.936,160.9,292.47,0,train
5687,sa-east,sa-east-c00,r6i.2xlarge,stable,ubuntu-22.04-v3,0.7841,0.4159,13.893,1115.11,0.6999,7,0.7815,108.9,388.18,1,val
5688,me-central,me-central-c03,c6i.xlarge,stable,ubuntu-24.04-v3,0.7191,0.5589,10.727,219.91,0.0761,4,0.8654,691.3,325.46,1,train
5689,ap-south,ap-south-c08,c6i.xlarge,stable,debian-12-v2,0.3133,0.3352,5.285,94.19,0.1329,3,0.8843,944.0,265.78,0,train
5690,sa-east,sa-east-c00,t3.large,stable,debian-12-v3,0.6318,0.4238,7.631,474.69,0.8458,3,0.8301,158.5,294.84,0,train
5691,ca-central,ca-central-c11,m6i.large,canary,ubuntu-22.04-v3,0.3649,0.5709,17.099,156.78,0.8496,23,0.8681,231.0,298.66,0,train
5692,eu-west,eu-west-c25,t3.large,beta,al2023-v3,0.7605,0.367,3.085,250.79,2.2446,1,0.9523,269.9,291.89,0,train
5693,af-south,af-south-c08,c6i.xlarge,stable,debian-12-v3,0.7988,0.5166,7.97,1255.5,0.2575,7,0.5565,951.0,372.56,0,train
5694,us-east,us-east-c21,r6i.2xlarge,stable,al2023-v1,0.5591,0.3902,23.763,405.98,1.1965,14,0.9863,1190.6,350.1,0,train
5695,eu-west,eu-west-c23,m6i.large,stable,ubuntu-22.04-v1,0.5425,0.4022,6.931,110.03,0.1752,1,0.8575,224.6,269.6,0,test
5696,us-east,us-east-c22,t3.large,stable,debian-12-v3,0.4309,0.4468,21.558,118.56,1.0531,11,0.9858,111.5,277.09,0,val
5697,us-west,us-west-c00,m6i.2xlarge,canary,debian-12-v2,0.6455,0.4753,12.243,1003.91,0.0519,12,0.905,135.9,398.78,0,train
5698,us-west,us-west-c06,r6i.2xlarge,beta,ubuntu-22.04-v2,0.4699,0.4714,15.944,193.65,2.2926,11,0.9411,554.2,348.56,1,test
5699,ca-central,ca-central-c07,m6i.2xlarge,stable,debian-12-v2,0.6845,0.4327,5.7,722.41,0.1342,11,0.9418,64.8,406.98,0,val
5700,eu-central,eu-central-c12,m6i.large,stable,ubuntu-24.04-v2,0.5304,0.3034,3.79,163.95,0.3669,2,0.8984,786.0,300.84,0,test
5701,us-west,us-west-c06,r6i.2xlarge,beta,debian-12-v2,0.8112,0.6825,9.18,1312.75,0.1347,8,0.7638,181.0,413.59,0,test
5702,ap-south,ap-south-c02,t3.large,beta,debian-12-v1,0.4451,0.2647,23.618,87.08,2.0707,7,0.9112,52.7,240.1,1,val
5703,eu-west,eu-west-c25,m6i.2xlarge,stable,debian-12-v2,0.8676,0.7329,12.041,810.13,0.2316,9,0.7958,46.5,363.45,0,train
5704,ca-central,ca-central-c09,t3.large,stable,ubuntu-22.04-v1,0.4908,0.2998,4.856,158.61,0.1114,4,0.899,1396.8,251.84,0,val
5705,ca-central,ca-central-c09,t3.large,beta,ubuntu-24.04-v2,0.6194,0.4753,4.608,122.19,0.0004,3,0.8133,21.6,265.73,0,test
5706,us-east,us-east-c21,r6i.2xlarge,stable,ubuntu-24.04-v1,0.6982,0.7018,3.339,713.24,0.3431,16,0.9414,160.8,431.68,0,test
5707,us-west,us-west-c01,r6i.2xlarge,stable,ubuntu-24.04-v2,0.4905,0.3122,4.22,125.82,1.4751,5,0.9492,46.6,324.68,0,val
5708,ca-central,ca-central-c03,m6i.large,beta,al2023-v1,0.8285,0.7025,7.874,686.41,0.1446,8,0.8799,327.7,397.45,0,train
5709,us-west,us-west-c06,c6i.xlarge,stable,debian-12-v3,0.5206,0.3703,7.017,179.4,0.008,4,0.8874,114.2,276.67,0,train
5710,eu-west,eu-west-c08,r6i.2xlarge,canary,ubuntu-24.04-v2,0.3377,0.1074,8.5,767.45,1.1865,13,0.9847,174.1,350.08,0,train
5711,us-east,us-east-c23,m6i.large,stable,debian-12-v3,0.2151,0.1367,12.148,496.29,0.3591,11,0.8741,180.3,309.54,0,test
5712,ca-central,ca-central-c09,c6i.xlarge,stable,ubuntu-22.04-v3,0.4916,0.8128,5.294,65.16,0.446,9,0.9441,204.8,281.84,0,val
5713,me-central,me-central-c03,t3.large,stable,ubuntu-24.04-v3,0.6636,0.8434,12.641,232.73,0.7802,20,0.8559,675.9,339.02,1,test
5714,ap-northeast,ap-northeast-c12,m6i.large,beta,ubuntu-24.04-v1,0.1587,0.313,26.352,85.57,0.0938,11,0.8729,185.5,284.47,1,test
5715,eu-central,eu-central-c03,c6i.xlarge,stable,ubuntu-22.04-v1,0.7411,0.6438,15.826,125.38,0.5966,7,0.9642,169.5,322.45,0,train
5716,us-east,us-east-c07,c6i.xlarge,stable,ubuntu-22.04-v2,0.3084,0.1064,7.897,234.29,0.3461,4,0.7307,149.0,273.14,0,train
5717,ap-northeast,ap-northeast-c09,c6i.xlarge,stable,ubuntu-22.04-v1,0.2435,0.2488,6.934,70.54,0.0148,3,0.9605,292.3,240.23,0,val
5718,eu-west,eu-west-c22,r6i.2xlarge,stable,ubuntu-22.04-v2,0.9175,0.7516,9.563,825.12,1.1616,9,0.8475,568.9,404.56,0,train
5719,ap-south,ap-south-c10,c6i.4xlarge,stable,ubuntu-24.04-v3,0.5328,0.2572,3.948,1188.43,0.0826,7,0.9076,128.8,395.22,0,test
5720,ap-northeast,ap-northeast-c10,t3.large,stable,debian-12-v2,0.415,0.4266,6.68,62.83,0.0248,2,0.9538,61.4,260.51,0,train
5721,eu-central,eu-central-c08,r6i.2xlarge,stable,al2023-v2,0.4848,0.2296,6.924,485.87,2.7883,4,0.6856,364.0,334.84,0,train
5722,eu-west,eu-west-c19,m6i.large,beta,ubuntu-22.04-v1,0.5065,0.156,11.834,646.15,0.6278,6,0.9112,103.3,308.51,0,train
5723,us-east,us-east-c13,m6i.large,stable,ubuntu-22.04-v2,0.5385,0.5304,17.221,693.31,0.3895,20,0.804,826.1,360.44,0,train
5724,eu-west,eu-west-c25,m6i.large,beta,ubuntu-24.04-v3,0.5762,0.3018,8.816,1400.91,0.8398,14,0.8477,316.9,401.23,0,test
5725,ap-south,ap-south-c08,m6i.2xlarge,stable,ubuntu-22.04-v3,0.6981,0.403,9.868,170.17,0.6578,4,0.987,776.6,327.64,0,val
5726,us-west,us-west-c08,t3.large,stable,ubuntu-24.04-v2,0.6481,0.4832,5.798,517.84,1.6254,6,0.8001,123.5,288.39,0,val
5727,eu-west,eu-west-c22,c6i.xlarge,canary,ubuntu-22.04-v3,0.8019,0.5138,5.868,1715.22,0.328,11,0.833,355.5,438.69,1,train
5728,eu-central,eu-central-c12,c6i.xlarge,beta,debian-12-v1,0.5232,0.2719,6.71,173.73,1.7842,3,0.9379,857.8,292.16,0,train
5729,ca-central,ca-central-c11,c6i.xlarge,stable,ubuntu-22.04-v1,0.324,0.2099,15.55,106.49,0.0186,2,0.8285,179.2,266.6,0,val
5730,eu-west,eu-west-c22,r6i.2xlarge,stable,ubuntu-22.04-v1,0.357,0.4214,13.468,349.71,0.278,9,0.7574,1200.2,312.1,0,train
5731,ap-south,ap-south-c15,t3.large,beta,debian-12-v3,0.6094,0.3325,9.401,993.49,0.9659,9,0.7131,138.6,333.11,1,train
5732,ap-northeast,ap-northeast-c12,m6i.large,beta,ubuntu-22.04-v1,0.6943,0.656,12.23,86.46,2.0753,1,0.7807,745.7,286.06,1,val
5733,us-west,us-west-c10,r6i.2xlarge,beta,debian-12-v1,0.6526,0.4743,13.998,597.38,1.0486,13,0.8557,1051.9,370.82,1,train
5734,sa-east,sa-east-c07,t3.large,stable,ubuntu-22.04-v1,0.7657,0.6714,20.075,122.08,0.6196,7,0.8783,934.6,327.74,1,test
5735,ca-central,ca-central-c13,t3.large,stable,ubuntu-24.04-v3,0.5678,0.7953,4.634,107.6,0.405,6,0.8061,463.2,265.84,0,train
5736,us-west,us-west-c04,c6i.xlarge,stable,ubuntu-24.04-v3,0.5873,0.379,5.947,129.37,0.7098,3,0.9023,562.4,283.32,0,test
5737,af-south,af-south-c02,r6i.2xlarge,stable,ubuntu-22.04-v1,0.3935,0.2921,10.16,92.0,0.02,3,0.9472,872.5,303.29,0,train
5738,us-west,us-west-c06,m6i.2xlarge,stable,ubuntu-22.04-v2,0.4238,0.2216,8.334,615.66,0.6321,7,0.764,50.9,335.79,0,train
5739,us-east,us-east-c21,t3.large,stable,al2023-v2,0.5153,0.2966,2.875,115.6,0.252,4,0.9888,164.1,296.97,0,train
5740,us-east,us-east-c15,t3.large,stable,ubuntu-24.04-v1,0.5571,0.4664,4.003,119.14,0.4864,2,0.869,49.4,240.42,0,val
5741,ap-south,ap-south-c12,c6i.xlarge,beta,debian-12-v3,0.3839,0.572,10.941,927.88,0.004,34,0.7825,37.7,379.85,0,train
5742,ap-south,ap-south-c14,r6i.2xlarge,stable,debian-12-v1,0.7475,0.4162,6.026,1005.58,0.4848,6,0.9123,981.0,394.42,0,val
5743,us-east,us-east-c15,c6i.xlarge,stable,ubuntu-24.04-v3,0.8181,0.6025,25.2,596.9,0.5915,10,0.8901,969.9,357.46,1,train
5744,sa-east,sa-east-c12,m6i.2xlarge,stable,ubuntu-22.04-v1,0.5181,0.4276,22.448,343.88,0.7082,9,0.8958,919.1,362.5,0,test
5745,us-east,us-east-c21,m6i.2xlarge,stable,debian-12-v1,0.708,0.6907,10.514,129.26,0.2459,5,0.8569,1042.3,321.32,0,test
5746,sa-east,sa-east-c03,r6i.2xlarge,beta,al2023-v2,0.6297,0.1715,31.353,862.41,1.4088,6,0.8477,788.7,389.34,1,train
5747,eu-central,eu-central-c05,m6i.2xlarge,beta,al2023-v1,0.633,0.5522,18.31,168.81,1.1064,5,0.8738,63.7,338.34,0,train
5748,eu-central,eu-central-c08,t3.large,stable,al2023-v1,0.9049,0.8385,9.285,666.38,0.6511,18,0.9468,113.0,377.96,1,train
5749,eu-west,eu-west-c01,c6i.xlarge,stable,ubuntu-22.04-v3,0.6995,0.5767,11.004,1149.03,0.825,11,0.8015,218.1,393.18,0,train
5750,eu-west,eu-west-c08,t3.large,stable,ubuntu-22.04-v3,0.7398,0.4441,2.572,650.21,0.4363,1,0.808,72.3,292.62,0,train
5751,ap-northeast,ap-northeast-c12,m6i.large,stable,ubuntu-22.04-v1,0.159,0.2333,6.006,66.41,0.5551,5,0.891,609.7,221.53,0,test
5752,ca-central,ca-central-c11,m6i.2xlarge,stable,ubuntu-22.04-v3,0.7309,0.7079,14.958,100.06,0.3954,8,0.9735,215.1,322.69,0,train
5753,eu-west,eu-west-c25,m6i.2xlarge,stable,al2023-v1,0.5513,0.3803,12.179,773.2,0.321,16,0.8701,1028.1,392.09,0,train
5754,af-south,af-south-c06,m6i.large,stable,ubuntu-22.04-v1,0.9061,0.7795,5.33,164.94,0.4557,2,0.9042,103.7,303.71,0,test
5755,ap-northeast,ap-northeast-c10,r6i.2xlarge,stable,al2023-v1,0.5158,0.2471,15.989,588.88,0.1026,17,0.9944,177.6,367.34,0,val
5756,us-east,us-east-c01,m6i.2xlarge,beta,ubuntu-24.04-v2,0.3965,0.3878,2.693,667.96,0.0001,10,0.8811,124.1,321.68,0,train
5757,eu-west,eu-west-c08,c6i.xlarge,stable,ubuntu-24.04-v3,0.7418,0.4299,8.976,632.56,2.6328,7,0.8232,45.2,361.88,0,train
5758,us-west,us-west-c06,m6i.2xlarge,canary,al2023-v2,0.6536,0.4866,2.664,153.99,0.0002,2,0.757,283.5,299.4,0,test
5759,us-west,us-west-c16,m6i.large,beta,ubuntu-22.04-v1,0.4925,0.4949,6.029,718.59,0.0,16,0.8779,185.2,317.37,0,train
5760,eu-west,eu-west-c19,m6i.2xlarge,stable,ubuntu-22.04-v1,0.5196,0.6696,1.79,84.08,0.0036,6,0.8787,263.5,323.9,0,train
5761,ca-central,ca-central-c03,r6i.2xlarge,stable,al2023-v3,0.5913,0.4567,2.076,220.7,0.4054,11,0.947,67.8,352.63,0,train
5762,eu-west,eu-west-c25,m6i.large,stable,ubuntu-22.04-v3,0.5725,0.5069,9.79,85.86,1.195,2,0.8938,290.3,298.94,0,train
5763,ap-south,ap-south-c15,m6i.large,canary,debian-12-v3,0.6344,0.4378,3.085,559.73,0.6653,6,0.9495,1104.4,339.69,0,train
5764,eu-west,eu-west-c01,m6i.2xlarge,stable,debian-12-v1,0.9052,0.5588,9.32,1402.5,1.047,8,0.8579,436.6,446.82,0,train
5765,sa-east,sa-east-c07,r6i.2xlarge,stable,ubuntu-22.04-v1,0.7253,0.419,8.687,611.37,0.141,12,0.9618,110.6,370.64,0,train
5766,ap-south,ap-south-c08,t3.large,beta,debian-12-v1,0.53,0.2494,9.17,455.34,0.8415,5,0.9209,70.9,307.16,0,train
5767,us-east,us-east-c23,c6i.xlarge,stable,ubuntu-24.04-v2,0.5768,0.2357,3.704,881.03,0.027,4,0.8838,104.3,350.07,0,train
5768,ca-central,ca-central-c07,m6i.large,beta,ubuntu-24.04-v2,0.3128,0.4195,14.091,347.81,0.2771,12,0.8582,301.7,295.86,0,test
5769,ap-south,ap-south-c10,m6i.large,beta,al2023-v3,0.6404,0.4295,6.439,500.65,0.7036,6,0.9079,153.7,340.63,0,train
5770,sa-east,sa-east-c08,m6i.2xlarge,stable,ubuntu-22.04-v3,0.5198,0.4185,5.843,125.6,0.5178,6,0.9026,249.3,321.28,0,test
5771,me-central,me-central-c04,t3.large,beta,ubuntu-22.04-v3,0.6146,0.3832,12.424,397.55,1.9085,7,0.9612,1111.8,279.72,1,val
5772,eu-west,eu-west-c25,t3.large,canary,ubuntu-22.04-v3,0.8947,0.7495,22.08,1524.91,0.1953,19,0.8525,673.1,421.03,1,test
5773,ca-central,ca-central-c13,m6i.2xlarge,canary,ubuntu-24.04-v3,0.5635,0.39,4.881,199.5,0.2117,2,0.9196,259.1,290.56,0,train
5774,eu-central,eu-central-c07,m6i.2xlarge,stable,ubuntu-24.04-v1,0.4119,0.2208,6.045,915.79,0.3655,21,0.8692,1044.9,397.72,1,val
5775,me-central,me-central-c02,r6i.2xlarge,canary,ubuntu-22.04-v1,0.6823,0.5963,5.566,514.12,0.0588,6,0.8862,211.4,358.8,0,train
5776,us-west,us-west-c06,c6i.4xlarge,beta,debian-12-v1,0.731,0.6989,5.388,580.78,0.3935,7,0.9187,848.9,399.51,0,train
5777,sa-east,sa-east-c04,c6i.4xlarge,stable,ubuntu-22.04-v3,0.5368,0.217,7.268,803.81,0.1882,8,0.9862,70.4,380.02,0,val
5778,ap-northeast,ap-northeast-c00,c6i.xlarge,stable,ubuntu-22.04-v3,0.4418,0.5733,14.331,66.48,1.1818,5,0.9189,534.8,264.4,0,train
5779,eu-central,eu-central-c05,c6i.xlarge,stable,debian-12-v3,0.7779,0.6051,9.448,1391.46,0.2533,17,0.827,120.3,407.36,0,test
5780,ca-central,ca-central-c00,r6i.2xlarge,stable,ubuntu-22.04-v2,0.5723,0.3816,22.089,422.02,2.6478,11,0.7603,244.1,351.52,0,train
5781,eu-west,eu-west-c22,t3.large,stable,al2023-v1,0.3111,0.2439,20.357,489.53,0.2661,11,0.9427,654.0,298.69,0,train
5782,eu-central,eu-central-c05,m6i.large,stable,debian-12-v1,0.79,0.358,18.069,1085.0,0.5319,11,0.8464,967.3,384.23,0,train
5783,ap-south,ap-south-c09,c6i.4xlarge,stable,ubuntu-22.04-v1,0.7649,0.7896,7.773,101.67,1.0702,4,0.9601,999.3,378.46,0,val
5784,sa-east,sa-east-c07,m6i.large,stable,debian-12-v3,0.3792,0.4504,11.781,180.57,0.4429,10,0.8786,75.5,257.07,0,train
5785,eu-west,eu-west-c25,m6i.large,stable,debian-12-v3,0.6703,0.5561,9.11,508.57,1.4447,9,0.9912,475.6,330.9,0,test
5786,us-west,us-west-c06,c6i.xlarge,canary,debian-12-v1,0.4696,0.3402,3.8,149.74,0.1483,5,0.836,71.9,262.52,1,val
5787,us-west,us-west-c01,r6i.2xlarge,stable,ubuntu-22.04-v3,0.5398,0.3052,4.578,1048.21,0.0157,13,0.8558,50.5,381.84,1,val
5788,us-west,us-west-c03,m6i.2xlarge,stable,debian-12-v1,0.8536,0.7852,20.973,893.64,0.5216,13,0.8674,793.3,414.04,0,train
5789,us-east,us-east-c23,c6i.xlarge,stable,ubuntu-22.04-v3,0.6022,0.3426,16.51,122.25,2.5791,3,0.9446,708.2,285.35,0,train
5790,us-west,us-west-c00,m6i.large,stable,ubuntu-24.04-v1,0.6337,0.376,3.312,523.44,0.1314,7,0.9152,34.1,319.55,0,train
5791,ap-south,ap-south-c10,r6i.2xlarge,stable,debian-12-v1,0.5489,0.5847,13.774,121.97,0.2084,5,0.8218,741.7,309.13,0,train
5792,us-west,us-west-c06,m6i.large,stable,al2023-v2,0.7961,0.735,6.949,475.42,0.5991,11,0.9492,1082.9,340.43,0,train
5793,ap-south,ap-south-c09,t3.large,canary,ubuntu-22.04-v3,0.3938,0.3989,17.027,95.4,1.2994,12,0.8887,393.8,274.78,1,test
5794,eu-west,eu-west-c21,c6i.xlarge,stable,al2023-v1,0.607,0.4493,7.09,107.45,1.6986,4,0.8403,335.3,292.45,1,train
5795,ap-northeast,ap-northeast-c12,c6i.xlarge,stable,ubuntu-22.04-v3,0.7887,0.5788,3.156,610.77,0.0225,6,0.9641,77.9,339.44,1,train
5796,us-west,us-west-c01,c6i.xlarge,canary,ubuntu-24.04-v3,0.3721,0.2957,6.436,105.82,0.5008,6,0.8003,137.7,276.23,0,train
5797,eu-west,eu-west-c19,c6i.xlarge,stable,debian-12-v3,0.3317,0.158,13.585,839.56,0.8148,21,0.9554,313.2,325.82,1,train
5798,eu-west,eu-west-c08,m6i.2xlarge,beta,ubuntu-24.04-v1,0.3782,0.2218,6.91,87.89,0.2578,4,0.986,112.4,280.43,0,test
5799,ca-central,ca-central-c06,m6i.large,stable,al2023-v1,0.7041,0.4442,15.525,414.52,1.1045,9,0.9903,160.0,333.98,0,val
5800,eu-west,eu-west-c19,t3.large,beta,ubuntu-24.04-v1,0.5709,0.396,8.143,115.16,0.9729,1,0.8928,1219.1,248.97,0,train
5801,us-east,us-east-c15,c6i.4xlarge,stable,ubuntu-22.04-v1,0.6488,0.422,5.476,651.43,0.2158,6,0.8707,998.5,389.93,0,test
5802,me-central,me-central-c00,t3.large,beta,ubuntu-24.04-v2,0.4506,0.5667,5.777,134.45,0.6652,18,0.9414,193.3,317.99,0,train
5803,us-east,us-east-c14,c6i.xlarge,beta,ubuntu-22.04-v3,0.5826,0.5687,30.773,82.53,0.2933,5,0.979,601.7,299.8,0,val
5804,ca-central,ca-central-c13,m6i.large,stable,debian-12-v2,0.3751,0.2229,10.595,547.02,0.8086,8,0.9491,385.3,292.72,0,test
5805,ap-south,ap-south-c08,m6i.2xlarge,beta,ubuntu-22.04-v1,0.5314,0.4816,13.48,562.78,0.1373,14,0.8386,406.5,346.24,0,test
5806,sa-east,sa-east-c12,c6i.xlarge,beta,ubuntu-24.04-v3,0.3904,0.2206,7.665,125.94,0.0415,0,0.7728,80.6,264.1,0,test
5807,eu-west,eu-west-c03,t3.large,stable,debian-12-v1,0.7963,0.5715,21.713,520.96,0.4756,4,0.9088,155.8,339.17,0,test
5808,me-central,me-central-c01,c6i.xlarge,stable,ubuntu-24.04-v1,0.871,0.6059,5.606,628.89,2.4583,6,0.971,207.3,379.01,0,train
5809,ap-northeast,ap-northeast-c10,m6i.2xlarge,canary,debian-12-v1,0.5248,0.2961,4.46,503.59,0.6195,6,0.9464,325.3,313.94,0,train
5810,ca-central,ca-central-c03,c6i.xlarge,beta,ubuntu-22.04-v3,0.6267,0.3792,3.633,177.93,0.012,3,0.8052,219.3,322.06,0,test
5811,eu-west,eu-west-c08,c6i.4xlarge,beta,ubuntu-22.04-v1,0.8388,0.7987,10.468,941.18,0.0079,17,0.9153,232.5,449.47,1,val
5812,eu-west,eu-west-c22,c6i.xlarge,stable,al2023-v2,0.7505,0.8076,11.376,246.22,0.3341,7,0.8992,865.4,345.51,0,test
5813,ap-south,ap-south-c12,m6i.large,canary,debian-12-v2,0.5442,0.2326,2.409,689.69,0.9363,2,0.7931,1125.3,319.37,0,train
5814,af-south,af-south-c08,c6i.4xlarge,stable,ubuntu-22.04-v3,0.4894,0.6207,3.205,148.38,0.0809,9,0.8875,68.2,350.89,0,train
5815,ca-central,ca-central-c06,t3.large,stable,debian-12-v3,0.6047,0.3556,4.068,998.25,0.0574,7,0.7152,195.8,323.02,0,val
5816,sa-east,sa-east-c07,c6i.xlarge,beta,debian-12-v3,0.5973,0.6706,6.044,192.58,1.0358,10,0.9311,284.2,321.92,1,val
5817,eu-central,eu-central-c12,r6i.2xlarge,stable,ubuntu-22.04-v3,0.3017,0.22,13.634,136.21,2.6427,6,0.8043,1333.7,307.67,0,val
5818,ap-northeast,ap-northeast-c10,c6i.xlarge,canary,debian-12-v2,0.621,0.4434,3.404,1336.84,0.0272,10,0.8615,201.4,345.45,0,train
5819,us-west,us-west-c00,t3.large,stable,ubuntu-24.04-v1,0.543,0.2721,8.199,252.85,0.4304,5,0.7021,712.5,266.78,0,val
5820,us-west,us-west-c07,c6i.4xlarge,beta,ubuntu-24.04-v3,0.7199,0.3891,11.676,1578.73,0.3183,18,0.5696,99.6,457.11,0,train
5821,sa-east,sa-east-c04,m6i.large,beta,ubuntu-24.04-v3,0.3539,0.3691,28.692,102.01,0.2063,17,0.9375,979.6,296.36,0,train
5822,ca-central,ca-central-c03,r6i.2xlarge,beta,debian-12-v1,0.5033,0.4783,8.294,181.24,0.201,10,0.9336,145.2,333.03,0,train
5823,us-east,us-east-c26,m6i.large,stable,ubuntu-24.04-v3,0.5626,0.5089,22.668,197.63,0.0405,10,0.9365,152.6,314.4,0,train
